,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
19004,57,retired,married,secondary,no,466,no,no,cellular,5,aug,641,2,-1,0,unknown
19006,41,technician,married,tertiary,no,515,no,no,cellular,5,aug,837,2,-1,0,unknown
19010,50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,unknown
19018,53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,unknown
19022,59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,-1,0,unknown
19037,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown
19044,33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,unknown
19045,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown
19060,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown
19062,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown
19066,59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,unknown
19094,51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,1,-1,0,unknown
19099,50,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,2,-1,0,unknown
19112,49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown
19114,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown
19117,55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,2,-1,0,unknown
19119,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown
19128,52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown
19134,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown
19155,55,technician,married,tertiary,no,169,no,yes,cellular,5,aug,618,2,-1,0,unknown
19157,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown
19169,56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown
19178,46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown
19201,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown
19205,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown
19212,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown
19219,39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,3,-1,0,unknown
19221,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown
19231,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown
19241,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown
19243,34,services,married,secondary,no,2956,no,no,cellular,6,aug,835,2,-1,0,unknown
19249,35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown
19251,36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,unknown
19262,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown
19277,47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown
19282,42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,-1,0,unknown
19285,34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,2,-1,0,unknown
19291,40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown
19300,40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,unknown
19327,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown
19336,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown
19369,32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown
19377,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown
19443,50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown
19444,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown
19445,30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown
19479,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown
19487,39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown
19489,47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown
19524,40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown
19536,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown
19537,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown
19613,32,management,single,tertiary,no,4291,no,no,cellular,7,aug,1321,9,-1,0,unknown
19614,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown
19651,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown
19666,50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown
19669,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown
19672,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown
19683,36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,1,-1,0,unknown
19690,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,895,3,-1,0,unknown
19730,33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown
19757,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,-1,0,unknown
19764,37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown
19766,60,management,married,tertiary,no,73,no,no,telephone,8,aug,243,2,-1,0,unknown
19823,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown
19833,35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown
19839,47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,unknown
19873,38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown
19886,33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,-1,0,unknown
19888,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown
19894,31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,-1,0,unknown
19922,31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown
19924,32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown
19969,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown
19972,52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown
19994,31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1000,1,-1,0,unknown
20009,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown
20012,32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,-1,0,unknown
20017,31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,-1,0,unknown
20023,36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown
20041,39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown
20042,46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,4,-1,0,unknown
20082,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown
20122,48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown
20131,36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown
20175,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown
20203,30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown
20227,33,management,single,tertiary,no,1120,no,no,cellular,11,aug,1070,2,-1,0,unknown
20228,57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown
20236,33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,7,-1,0,unknown
20245,35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown
20268,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown
20271,53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown
20288,39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,4,-1,0,unknown
20291,41,management,married,secondary,no,456,yes,no,cellular,11,aug,734,4,-1,0,unknown
20296,32,management,single,secondary,no,2018,no,no,cellular,11,aug,1238,1,-1,0,unknown
20316,31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown
20331,37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,-1,0,unknown
20360,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,3,-1,0,unknown
20368,41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown
20372,35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,-1,0,unknown
20374,48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown
20386,34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown
20400,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown
20407,46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown
20410,60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,unknown
20434,39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown
20438,57,blue-collar,married,primary,no,2112,no,no,cellular,12,aug,1134,2,-1,0,unknown
20454,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown
20483,32,management,single,tertiary,no,2667,yes,no,cellular,12,aug,971,2,-1,0,unknown
20498,36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,396,3,-1,0,unknown
20509,30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown
20523,33,technician,married,secondary,no,3243,no,no,cellular,12,aug,439,4,-1,0,unknown
20558,57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,2,-1,0,unknown
20559,38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,2,-1,0,unknown
20567,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown
20569,30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown
20575,49,management,married,tertiary,no,4751,no,no,cellular,12,aug,884,4,-1,0,unknown
20583,38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown
20591,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown
20603,49,blue-collar,married,primary,no,128,no,no,cellular,12,aug,696,2,-1,0,unknown
20617,49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown
20619,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown
20621,49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,-1,0,unknown
20622,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown
20624,31,management,single,tertiary,no,1858,no,no,cellular,12,aug,453,3,-1,0,unknown
20627,31,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,7,-1,0,unknown
20631,34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown
20633,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown
20638,33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown
20643,40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown
20645,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown
20666,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown
20669,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown
20679,55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown
20681,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown
20725,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown
20731,54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown
20734,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown
20736,31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,unknown
20737,32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown
20745,36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown
20746,58,retired,married,primary,no,4158,no,no,cellular,13,aug,455,2,-1,0,unknown
20769,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown
20805,37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown
20811,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown
20814,58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown
20823,52,technician,divorced,secondary,no,152,no,no,cellular,13,aug,404,6,-1,0,unknown
20824,31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown
20833,40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown
20842,34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871,4,-1,0,unknown
20849,53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown
20850,43,management,married,tertiary,no,2383,no,no,cellular,13,aug,379,6,-1,0,unknown
20856,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown
20859,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,2,-1,0,unknown
20878,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown
20882,48,admin.,divorced,secondary,no,362,no,no,cellular,13,aug,529,1,-1,0,unknown
20890,33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,-1,0,unknown
20935,37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,-1,0,unknown
20968,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown
21004,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown
21020,34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown
21021,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,-1,0,unknown
21053,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown
21080,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown
21088,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown
21114,49,services,married,secondary,no,1314,no,no,cellular,14,aug,834,14,-1,0,unknown
21117,30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown
21119,32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,-1,0,unknown
21125,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,-1,0,unknown
21146,56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown
21176,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown
21203,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown
21205,32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown
21207,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown
21209,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown
21212,52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,-1,0,unknown
21214,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown
21224,47,management,married,tertiary,no,682,no,no,cellular,18,aug,638,6,-1,0,unknown
21225,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown
21226,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,-1,0,unknown
21244,36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown
21257,46,technician,married,secondary,no,1353,no,no,cellular,18,aug,528,5,-1,0,unknown
21296,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown
21325,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown
21348,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown
21387,54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,-1,0,unknown
21397,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,-1,0,unknown
21402,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown
21408,46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,-1,0,unknown
21415,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown
21422,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown
21448,37,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,16,-1,0,unknown
21492,38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,-1,0,unknown
21548,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown
21620,43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,unknown
21627,57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,-1,0,unknown
21706,52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown
21757,47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,-1,0,unknown
21781,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown
21791,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown
21810,41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,unknown
21851,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown
21858,40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown
21876,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown
21884,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown
21909,33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,unknown
21924,31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,unknown
21970,53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown
21977,32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,-1,0,unknown
21983,60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown
21996,33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,-1,0,unknown
22022,37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown
22037,45,admin.,married,secondary,no,236,no,no,cellular,20,aug,703,2,-1,0,unknown
22116,34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown
22127,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown
22150,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,-1,0,unknown
22171,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown
22184,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown
22212,50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown
22215,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown
22234,56,admin.,married,secondary,no,1694,no,no,cellular,21,aug,793,10,-1,0,unknown
22255,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown
22267,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown
22278,34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown
22335,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown
22351,32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,-1,0,unknown
22352,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown
22354,41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,-1,0,unknown
