,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4008,4008,8,0,1,3,0,0,0,0,0,16,5,3,3,-1,0,0,0
7190,7190,7,8,1,2,0,-1,1,0,0,29,5,2,1,-1,0,0,0
18489,18489,7,7,2,1,0,0,1,0,2,31,7,1,2,-1,0,0,0
16053,16053,2,7,1,1,0,1,1,0,2,22,7,2,3,-1,0,0,0
21802,21802,3,10,1,2,0,0,0,0,2,20,8,0,4,-1,0,0,0
3368,3368,2,6,3,2,0,0,1,0,0,15,5,1,3,-1,0,0,0
26212,26212,6,7,1,1,0,0,1,0,2,20,11,1,1,-1,0,0,0
36082,36082,3,10,3,3,0,0,1,0,2,11,5,1,7,-1,0,0,0
15081,15081,2,8,3,3,0,0,1,0,2,17,7,1,1,-1,0,0,0
29813,29813,8,2,1,2,0,0,1,0,2,4,2,1,1,8,1,1,0
5852,5852,4,7,1,1,0,0,1,0,0,26,5,7,3,-1,0,0,0
14079,14079,6,7,1,1,0,0,0,1,1,11,7,0,2,-1,0,0,0
26405,26405,3,7,3,2,0,1,0,0,2,20,11,1,2,6,1,1,0
23130,23130,4,10,1,2,0,0,0,0,2,26,8,0,10,-1,0,0,0
17250,17250,4,7,1,2,0,0,1,0,2,28,7,4,5,-1,0,0,0
33513,33513,6,10,1,2,0,0,0,0,2,20,4,0,1,-1,0,0,0
19165,19165,7,3,1,3,0,0,0,0,2,5,8,1,4,-1,0,0,0
17030,17030,6,4,1,2,0,0,0,0,2,25,7,1,2,-1,0,0,0
11284,11284,5,4,3,1,0,0,0,0,0,18,6,17,1,-1,0,0,1
34191,34191,5,3,1,3,0,1,0,0,1,4,5,3,1,11,1,3,0
14166,14166,8,10,2,3,0,0,1,1,2,11,7,1,2,-1,0,0,0
26213,26213,5,7,1,1,0,0,1,0,2,20,11,1,1,6,4,1,0
4319,4319,6,3,2,2,0,0,1,0,0,19,5,0,7,-1,0,0,0
5285,5285,3,10,1,2,0,0,1,0,0,23,5,4,1,-1,0,0,0
42302,42302,1,6,3,0,0,0,0,0,2,16,11,3,1,-1,0,0,0
34187,34187,7,3,1,3,0,0,1,0,2,4,5,2,2,-1,0,0,0
13209,13209,2,8,3,3,0,0,1,0,2,8,7,1,1,-1,0,0,0
12415,12415,4,3,3,3,0,0,1,1,0,30,6,0,3,-1,0,0,0
36538,36538,3,1,2,2,0,0,1,0,2,12,5,4,1,11,5,1,1
6752,6752,5,5,1,2,0,-1,0,0,0,28,5,1,3,-1,0,0,0
11492,11492,8,5,1,1,0,0,0,0,0,19,6,1,1,-1,0,0,0
20518,20518,3,3,3,3,0,0,1,0,2,12,8,2,2,-1,0,0,0
34740,34740,6,7,1,2,0,0,1,0,2,6,5,3,1,5,2,1,1
21449,21449,6,10,1,3,0,1,0,0,2,18,8,3,3,-1,0,0,0
28481,28481,2,6,3,2,0,0,0,0,2,29,1,3,2,-1,0,0,0
36108,36108,4,6,3,3,0,0,1,0,2,11,5,1,1,9,2,1,0
28537,28537,3,3,1,3,0,0,0,0,2,29,1,2,2,-1,0,0,0
39086,39086,2,7,1,0,0,0,1,0,2,18,5,4,1,-1,0,0,1
31143,31143,2,6,1,3,0,0,1,1,2,19,2,2,2,7,12,3,0
36252,36252,5,10,1,2,0,0,1,0,2,11,5,1,2,-1,0,0,0
14640,14640,2,11,3,2,0,0,0,1,2,15,7,4,5,-1,0,0,0
6230,6230,5,11,1,2,0,-1,1,1,0,27,5,3,3,-1,0,0,0
35404,35404,4,10,1,2,0,0,1,1,2,7,5,1,2,9,5,3,0
3340,3340,9,1,2,2,0,0,1,0,0,15,5,1,1,-1,0,0,0
15261,15261,4,3,1,3,1,0,0,0,2,17,7,0,2,-1,0,0,0
43459,43459,6,1,1,2,0,0,1,0,2,13,4,1,1,6,2,1,1
43664,43664,9,3,1,3,0,0,0,0,2,10,5,4,6,-1,0,0,0
247,247,5,3,1,3,0,0,1,0,0,5,5,0,1,-1,0,0,0
28841,28841,7,1,1,2,0,-1,1,0,2,30,1,0,1,8,1,1,0
2095,2095,3,10,1,2,0,0,0,0,0,12,5,1,4,-1,0,0,0
44498,44498,3,10,1,2,0,0,0,1,2,10,8,8,1,3,3,2,1
3908,3908,3,1,1,2,0,0,1,1,0,16,5,3,1,-1,0,0,0
9878,9878,7,3,2,2,0,0,0,1,0,9,6,0,1,-1,0,0,0
7450,7450,6,4,1,2,0,0,1,0,0,29,5,1,3,-1,0,0,0
22542,22542,8,10,1,2,0,0,0,0,2,22,8,4,6,-1,0,0,0
2366,2366,5,11,1,2,0,0,1,1,0,13,5,11,1,-1,0,0,0
1134,1134,5,7,1,2,0,0,1,0,0,7,5,2,2,-1,0,0,0
35003,35003,6,11,3,2,0,1,1,0,2,6,5,4,2,-1,0,0,0
35546,35546,8,3,2,3,0,0,1,0,2,7,5,1,2,-1,0,0,0
39796,39796,4,3,1,3,0,0,0,0,2,1,6,0,1,11,1,2,0
39101,39101,8,1,3,2,0,0,1,0,2,18,5,0,2,-1,0,0,0
961,961,8,9,1,3,0,0,1,0,0,7,5,0,1,-1,0,0,0
13973,13973,5,7,1,1,0,0,0,0,2,10,7,2,5,-1,0,0,0
6126,6126,4,7,1,2,0,0,0,0,0,27,5,2,2,-1,0,0,0
10439,10439,6,3,2,3,0,0,0,1,0,12,6,1,2,-1,0,0,0
25097,25097,3,10,1,3,0,0,1,1,2,18,11,0,2,-1,0,0,0
2956,2956,6,10,2,2,0,0,1,0,0,14,5,4,2,-1,0,0,0
35033,35033,9,3,1,3,0,1,1,0,2,6,5,3,3,-1,0,0,1
23264,23264,6,10,2,3,0,0,0,0,2,27,8,1,7,-1,0,0,0
22766,22766,8,3,2,3,0,0,1,1,2,25,8,0,8,-1,0,0,0
31936,31936,2,3,3,3,0,0,1,0,2,9,4,1,1,-1,0,0,0
3073,3073,9,9,1,2,0,0,1,0,0,14,5,1,1,-1,0,0,0
18200,18200,5,1,1,2,0,0,0,0,2,30,7,0,8,-1,0,0,0
43991,43991,8,2,1,2,0,0,0,0,2,25,6,1,1,12,1,1,0
42172,42172,3,6,1,2,0,0,0,0,2,9,11,2,1,3,2,2,1
5211,5211,2,8,3,2,0,0,1,0,0,23,5,3,14,-1,0,0,0
37536,37536,4,11,1,2,0,0,1,0,2,14,5,0,3,-1,0,0,0
43260,43260,2,3,3,3,0,0,0,0,2,9,3,2,1,-1,0,0,1
20685,20685,5,3,1,2,0,0,1,0,2,12,8,0,5,-1,0,0,0
19608,19608,3,3,1,3,0,0,0,0,2,7,8,0,6,-1,0,0,0
2482,2482,6,3,1,3,0,0,1,0,0,13,5,1,1,-1,0,0,0
42220,42220,4,3,1,3,0,0,1,0,2,11,11,1,2,3,3,2,1
14374,14374,3,7,1,2,0,0,0,1,2,14,7,5,3,-1,0,0,0
7333,7333,5,7,1,2,0,0,0,0,0,29,5,3,2,-1,0,0,0
26454,26454,3,7,3,2,0,0,1,0,2,20,11,0,1,5,5,1,0
18163,18163,6,2,2,2,0,0,0,0,2,30,7,5,3,-1,0,0,0
39819,39819,4,10,3,3,0,0,1,0,2,1,6,1,2,-1,0,0,1
29300,29300,2,1,3,2,0,-1,1,0,2,2,2,0,3,7,14,1,0
27784,27784,6,3,1,3,0,0,0,0,2,28,1,2,1,-1,0,0,0
35105,35105,7,7,1,2,0,-1,1,0,2,6,5,0,3,-1,0,0,0
33397,33397,3,4,1,3,0,0,1,0,2,20,4,1,1,10,2,1,0
28258,28258,7,3,1,3,0,0,1,0,1,29,1,0,1,-1,0,0,0
40486,40486,9,9,1,2,0,3,0,0,2,7,7,3,1,-1,0,0,1
18148,18148,7,4,1,1,0,0,1,0,1,30,7,1,3,-1,0,0,0
18792,18792,6,7,1,2,0,0,0,0,2,31,7,0,7,-1,0,0,0
39503,39503,3,3,3,3,0,0,0,0,2,25,5,0,1,-1,0,0,0
23553,23553,3,10,3,2,0,0,0,0,2,28,8,0,4,-1,0,0,0
34218,34218,5,1,3,2,0,0,1,0,2,4,5,2,4,-1,0,0,1
16546,16546,2,10,3,3,0,0,0,0,1,24,7,0,6,-1,0,0,0
21407,21407,3,10,3,2,0,0,0,0,2,18,8,1,4,-1,0,0,0
42088,42088,6,4,1,1,0,0,0,0,2,30,10,1,1,6,1,1,1
35432,35432,1,10,3,0,0,0,1,0,2,7,5,4,3,12,1,3,0
18768,18768,7,3,1,0,0,0,0,0,2,31,7,0,10,-1,0,0,0
29695,29695,3,10,3,2,0,0,1,0,1,3,2,5,2,8,1,3,0
25582,25582,7,1,1,2,0,0,1,0,1,19,11,0,1,-1,0,0,0
31331,31331,4,3,3,3,0,0,1,0,2,12,3,1,1,-1,0,0,1
19911,19911,6,7,1,2,0,0,1,1,2,8,8,1,2,-1,0,0,0
31241,31241,8,3,2,2,0,2,0,0,2,3,3,1,2,-1,0,0,1
19553,19553,5,10,3,2,0,0,0,0,2,7,8,1,2,-1,0,0,0
19122,19122,7,7,1,2,0,0,0,0,2,5,8,1,2,-1,0,0,0
39325,39325,4,1,3,2,0,0,1,0,2,18,5,0,2,-1,0,0,0
19654,19654,4,3,1,3,0,0,0,0,2,7,8,1,4,-1,0,0,0
16846,16846,3,10,1,3,0,0,1,0,2,25,7,0,3,-1,0,0,0
7955,7955,4,1,2,2,0,0,1,0,0,30,5,1,5,-1,0,0,0
36159,36159,5,11,3,2,0,0,1,0,2,11,5,2,1,12,1,1,0
20020,20020,3,3,1,3,0,0,0,0,2,8,8,1,4,-1,0,0,0
17784,17784,5,10,1,3,0,0,0,1,2,29,7,1,3,-1,0,0,0
39813,39813,5,3,2,3,0,0,0,0,2,1,6,0,1,1,2,3,1
1990,1990,7,3,1,3,0,0,1,0,0,9,5,2,4,-1,0,0,0
19412,19412,5,3,1,3,0,0,0,0,2,6,8,3,3,-1,0,0,0
32912,32912,2,1,3,2,0,0,1,0,2,17,4,1,2,-1,0,0,0
33967,33967,3,10,1,3,0,0,0,0,2,30,4,3,1,-1,0,0,1
39539,39539,8,3,1,3,0,0,0,0,2,26,5,2,1,-1,0,0,0
8041,8041,7,1,1,2,0,0,1,0,0,2,6,1,3,-1,0,0,0
30040,30040,7,3,1,1,0,0,0,0,2,4,2,1,3,-1,0,0,0
16281,16281,4,7,1,2,0,0,0,0,2,23,7,2,1,-1,0,0,0
16680,16680,4,10,3,2,0,0,1,0,2,24,7,4,2,-1,0,0,0
40525,40525,4,3,1,3,0,0,0,0,2,8,7,5,1,-1,0,0,0
19193,19193,3,10,1,2,0,0,0,0,1,6,8,0,6,-1,0,0,0
10417,10417,6,7,1,2,0,0,1,0,0,12,6,10,2,-1,0,0,1
35503,35503,4,10,1,2,0,0,1,0,2,7,5,1,2,-1,0,0,0
44828,44828,3,3,1,3,0,0,1,0,2,17,9,1,5,3,6,2,1
26146,26146,8,11,1,2,0,0,1,0,2,20,11,1,7,-1,0,0,0
40285,40285,4,11,3,2,0,0,1,0,2,15,6,1,1,2,3,3,0
34392,34392,3,6,1,2,0,0,1,0,2,4,5,3,5,-1,0,0,0
13001,13001,2,11,1,2,0,0,0,1,2,7,7,2,2,-1,0,0,0
17830,17830,6,3,3,3,0,0,1,0,1,29,7,2,9,-1,0,0,0
38185,38185,3,11,1,2,0,0,1,1,2,15,5,1,1,-1,0,0,0
4860,4860,5,10,1,2,0,0,1,0,0,21,5,0,2,-1,0,0,0
29280,29280,3,1,1,2,0,0,1,0,2,2,2,2,1,-1,0,0,0
7252,7252,7,10,1,0,0,1,1,0,0,29,5,7,1,-1,0,0,0
14553,14553,7,7,1,2,0,-1,1,0,2,15,7,3,4,-1,0,0,0
28310,28310,4,10,1,2,0,0,0,1,2,29,1,3,1,6,2,3,0
44081,44081,1,1,3,3,0,0,1,0,2,6,7,2,1,-1,0,0,1
27346,27346,6,7,3,2,0,-1,0,1,2,21,11,1,2,-1,0,0,0
42750,42750,1,6,3,0,0,0,0,0,2,27,1,1,3,6,2,2,1
42454,42454,3,3,1,3,0,0,0,0,2,9,12,1,1,-1,0,0,0
23358,23358,8,11,1,2,0,0,0,0,2,27,8,1,5,-1,0,0,0
25336,25336,3,10,1,3,0,3,1,1,2,18,11,1,3,5,4,1,0
44706,44706,3,1,1,2,0,0,0,0,0,6,9,0,1,-1,0,0,0
38979,38979,3,11,3,2,0,0,1,0,2,18,5,1,2,11,6,1,0
29485,29485,2,2,3,1,0,0,0,0,2,3,2,1,1,-1,0,0,0
35345,35345,3,10,2,2,0,0,1,0,2,7,5,1,2,5,5,1,0
31788,31788,6,7,1,1,0,0,0,0,2,8,4,3,2,10,1,3,0
40874,40874,4,1,1,3,0,0,0,0,2,12,8,4,1,-1,0,0,1
17056,17056,7,5,1,2,0,0,1,0,2,25,7,0,3,-1,0,0,0
14849,14849,5,10,1,2,0,0,1,0,2,16,7,3,1,-1,0,0,0
13106,13106,8,9,1,3,0,0,0,1,2,8,7,2,1,-1,0,0,0
20936,20936,8,3,3,3,0,0,0,0,2,13,8,0,13,-1,0,0,0
13026,13026,3,1,3,2,0,0,0,0,2,8,7,1,1,-1,0,0,0
10897,10897,5,3,2,3,0,0,0,0,0,17,6,0,1,-1,0,0,0
27249,27249,8,10,1,2,0,5,1,0,1,21,11,1,2,-1,0,0,0
4454,4454,4,1,1,2,0,0,1,0,0,20,5,0,1,-1,0,0,0
27393,27393,3,7,3,2,0,0,0,0,2,21,11,0,2,-1,0,0,0
7838,7838,5,10,2,2,0,0,1,0,0,30,5,3,3,-1,0,0,0
38134,38134,4,3,3,3,0,0,1,0,2,15,5,1,3,-1,0,0,0
37045,37045,3,3,2,3,0,0,1,1,2,13,5,0,1,11,3,1,0
17054,17054,8,3,2,3,0,0,1,0,2,25,7,1,2,-1,0,0,0
25800,25800,3,3,3,3,0,0,0,0,2,19,11,0,1,-1,0,0,0
19641,19641,8,1,1,3,0,0,0,0,2,7,8,1,2,-1,0,0,0
16014,16014,6,10,1,2,0,0,1,0,1,22,7,0,1,-1,0,0,0
13842,13842,3,1,2,2,0,0,0,0,2,10,7,1,1,-1,0,0,0
25161,25161,6,7,1,1,0,-1,1,0,2,18,11,0,1,-1,0,0,0
23525,23525,5,3,1,3,0,0,1,0,2,28,8,2,4,-1,0,0,0
2385,2385,5,2,1,2,0,0,1,0,0,13,5,2,6,-1,0,0,0
44299,44299,3,3,3,3,0,0,0,1,2,27,7,2,1,6,4,1,1
10463,10463,4,7,3,2,0,0,0,1,0,16,6,4,3,-1,0,0,0
1355,1355,3,5,1,2,0,0,1,1,0,8,5,8,1,-1,0,0,0
24937,24937,5,3,3,3,0,0,1,0,2,18,11,0,2,-1,0,0,0
31317,31317,3,1,2,2,0,0,0,0,2,11,3,0,7,-1,0,0,1
34470,34470,7,10,1,3,0,0,1,0,2,5,5,0,1,10,1,1,0
21316,21316,9,9,1,2,0,1,1,1,2,18,8,0,7,-1,0,0,0
1312,1312,3,3,3,3,0,0,1,0,0,8,5,1,1,-1,0,0,0
22124,22124,4,10,1,2,0,0,0,0,2,21,8,0,2,-1,0,0,0
15153,15153,6,7,1,2,0,0,1,0,2,17,7,0,1,-1,0,0,0
16830,16830,6,1,1,2,0,0,0,1,2,24,7,1,19,-1,0,0,0
28458,28458,3,7,2,2,0,0,1,0,2,29,1,6,1,-1,0,0,0
41012,41012,8,4,2,1,0,0,0,0,2,13,8,1,1,-1,0,0,0
22441,22441,3,10,3,2,0,0,0,0,2,22,8,2,2,-1,0,0,0
25992,25992,4,11,1,1,1,-1,1,1,2,19,11,0,3,-1,0,0,0
33404,33404,4,11,1,2,0,0,1,0,2,20,4,0,2,11,6,1,0
20524,20524,4,10,1,2,0,0,0,0,2,12,8,1,6,-1,0,0,0
12225,12225,4,10,1,3,0,-1,0,0,0,20,6,0,13,-1,0,0,0
9718,9718,4,10,1,2,0,0,1,0,0,9,6,1,10,-1,0,0,0
34070,34070,2,10,1,3,0,0,0,0,2,30,4,2,1,-1,0,0,0
38485,38485,5,7,1,1,0,0,1,0,2,15,5,0,3,11,2,3,0
30424,30424,6,11,1,3,0,-1,0,1,2,5,2,1,1,-1,0,0,0
42216,42216,5,3,1,3,0,1,0,0,2,11,11,0,3,-1,0,0,1
21613,21613,3,10,3,2,0,0,0,0,2,19,8,0,4,-1,0,0,0
42455,42455,2,3,3,3,0,0,0,0,2,9,12,1,1,6,1,2,0
31713,31713,7,11,3,2,0,0,1,0,2,7,4,2,1,-1,0,0,0
43970,43970,8,3,1,3,0,1,0,0,2,23,6,5,3,-1,0,0,1
7386,7386,2,6,3,2,0,0,1,0,0,29,5,3,2,-1,0,0,0
41982,41982,13,9,1,1,0,0,0,0,2,27,10,1,1,-1,0,0,1
34863,34863,3,4,3,3,0,0,1,0,2,6,5,2,1,-1,0,0,0
34469,34469,3,3,1,3,0,0,1,0,2,5,5,2,1,12,1,1,0
2339,2339,1,11,3,2,0,0,1,0,0,13,5,0,1,-1,0,0,0
32927,32927,4,7,1,2,0,0,1,0,2,17,4,3,2,-1,0,0,0
6427,6427,5,7,2,2,0,-1,1,0,0,27,5,0,3,-1,0,0,0
16825,16825,8,7,1,2,0,0,0,0,1,24,7,3,3,-1,0,0,0
17657,17657,6,10,1,3,0,0,1,1,2,29,7,1,2,-1,0,0,0
10299,10299,8,1,1,2,0,0,0,0,0,12,6,7,1,-1,0,0,1
26119,26119,3,10,3,2,0,0,1,1,2,19,11,1,3,-1,0,0,0
42990,42990,12,9,2,1,0,7,0,0,2,11,2,4,1,-1,0,0,0
19939,19939,6,1,1,2,0,0,0,1,2,8,8,1,2,-1,0,0,0
1968,1968,2,1,3,2,0,0,1,0,0,9,5,1,2,-1,0,0,0
14144,14144,7,3,1,3,0,0,0,1,2,11,7,4,2,-1,0,0,0
10789,10789,5,3,1,3,0,0,0,0,0,17,6,0,1,-1,0,0,0
21746,21746,5,10,3,3,0,3,0,0,2,19,8,1,4,-1,0,0,0
394,394,5,7,1,2,0,0,1,0,0,6,5,6,2,-1,0,0,0
3464,3464,2,6,3,2,0,0,1,0,0,15,5,0,3,-1,0,0,0
40297,40297,4,3,1,3,0,0,0,0,2,15,6,1,2,2,4,3,0
16266,16266,5,3,1,3,0,-1,1,1,2,23,7,2,1,-1,0,0,0
16201,16201,2,11,3,3,0,0,1,0,2,22,7,2,1,-1,0,0,0
33642,33642,2,7,1,2,0,0,1,0,2,20,4,0,5,-1,0,0,0
8622,8622,4,3,1,3,0,0,0,0,0,3,6,5,5,-1,0,0,0
19267,19267,4,3,1,3,0,0,0,0,2,6,8,0,2,-1,0,0,0
3439,3439,5,11,1,2,0,0,1,1,0,15,5,4,5,-1,0,0,0
1883,1883,3,7,1,2,0,-1,1,1,0,9,5,2,1,-1,0,0,0
14953,14953,2,1,1,2,0,0,1,0,2,16,7,2,2,-1,0,0,0
16233,16233,6,11,1,2,0,0,0,1,2,23,7,1,1,-1,0,0,0
11094,11094,6,1,3,2,0,0,1,0,0,18,6,2,2,-1,0,0,0
43716,43716,7,1,1,2,0,0,1,0,2,14,5,1,8,6,4,2,1
10119,10119,7,7,1,0,0,0,0,0,0,11,6,0,1,-1,0,0,0
30453,30453,5,10,3,2,0,0,1,0,2,5,2,3,2,-1,0,0,0
44379,44379,3,6,3,0,0,0,0,0,2,2,8,2,1,3,4,1,0
14932,14932,5,7,1,2,0,-1,1,1,2,16,7,8,2,-1,0,0,1
8865,8865,2,11,1,3,0,0,1,0,0,4,6,0,2,-1,0,0,0
11937,11937,7,11,1,2,0,0,1,0,0,20,6,1,4,-1,0,0,0
21898,21898,3,10,3,2,0,0,0,1,2,20,8,0,2,-1,0,0,0
23262,23262,3,10,1,3,0,0,0,0,2,27,8,0,4,-1,0,0,0
5978,5978,6,3,2,3,0,-1,1,0,0,26,5,0,3,-1,0,0,0
10440,10440,5,11,1,2,0,0,0,0,0,12,6,4,2,-1,0,0,0
38633,38633,6,1,1,2,0,0,1,0,2,15,5,0,5,-1,0,0,0
10511,10511,4,7,3,2,0,0,0,0,0,16,6,1,3,-1,0,0,0
35378,35378,7,11,1,1,0,1,1,1,2,7,5,5,1,8,11,3,1
40199,40199,6,10,1,2,0,0,0,1,2,8,6,1,2,3,1,2,1
13873,13873,4,1,1,2,0,0,1,0,2,10,7,3,1,-1,0,0,0
35142,35142,3,7,1,2,0,0,1,1,2,7,5,1,4,-1,0,0,0
31691,31691,5,1,3,2,0,0,1,0,2,7,4,3,1,-1,0,0,0
8740,8740,4,7,1,2,0,0,1,0,0,4,6,0,2,-1,0,0,0
26816,26816,3,11,1,2,0,0,0,1,1,20,11,1,7,-1,0,0,0
31759,31759,6,3,1,3,0,0,1,0,2,8,4,0,1,-1,0,0,0
42282,42282,4,10,3,2,0,0,0,0,2,13,11,1,1,3,1,2,1
42097,42097,1,6,3,1,0,0,0,0,2,2,11,0,4,6,4,1,0
25523,25523,3,11,3,2,0,0,1,0,2,19,11,1,1,-1,0,0,0
9858,9858,4,5,1,0,0,0,0,0,0,9,6,4,2,-1,0,0,0
14715,14715,3,3,1,3,0,0,0,0,2,15,7,0,5,-1,0,0,0
20592,20592,6,3,1,3,0,0,0,0,2,12,8,0,4,-1,0,0,0
17184,17184,6,11,1,2,0,0,1,0,2,28,7,0,11,-1,0,0,0
7246,7246,6,7,1,0,0,0,1,0,0,29,5,1,1,-1,0,0,0
34099,34099,1,10,3,2,0,0,0,0,2,30,4,1,1,-1,0,0,0
19644,19644,3,3,1,3,0,0,0,0,2,7,8,1,2,-1,0,0,0
30163,30163,7,1,1,2,0,0,0,1,2,5,2,2,3,-1,0,0,0
33463,33463,3,10,1,2,0,0,1,0,2,20,4,0,1,-1,0,0,0
8968,8968,5,3,1,3,0,0,0,0,0,5,6,1,1,-1,0,0,0
40344,40344,8,9,1,1,0,0,0,0,2,18,6,2,2,-1,0,0,1
7421,7421,2,7,3,2,0,0,1,0,0,29,5,1,3,-1,0,0,0
24659,24659,4,1,1,2,0,0,1,1,2,17,11,0,3,-1,0,0,0
21093,21093,8,9,1,1,0,0,0,0,2,14,8,0,2,-1,0,0,0
43308,43308,6,4,3,3,0,0,0,0,1,16,3,2,1,9,2,1,0
25269,25269,8,9,2,3,0,0,0,0,2,18,11,0,3,-1,0,0,0
24009,24009,7,10,1,2,0,0,0,0,1,29,8,0,2,-1,0,0,0
27466,27466,5,10,1,2,0,0,1,0,2,21,11,0,1,-1,0,0,0
19450,19450,3,10,3,3,0,0,0,0,2,7,8,0,6,-1,0,0,0
17447,17447,2,7,3,2,0,0,1,0,2,28,7,4,3,-1,0,0,0
28928,28928,4,5,3,0,0,0,1,1,2,2,2,0,1,-1,0,0,0
44554,44554,7,10,2,2,0,0,1,0,2,13,8,1,2,3,6,1,0
28407,28407,4,7,1,1,0,0,1,0,2,29,1,1,1,6,5,1,0
35902,35902,5,11,2,2,0,0,1,0,2,8,5,2,2,-1,0,0,0
3142,3142,5,7,1,0,0,0,1,0,0,14,5,0,3,-1,0,0,0
6666,6666,3,1,2,2,0,-1,1,0,0,28,5,1,1,-1,0,0,0
5782,5782,7,7,1,1,0,0,1,1,0,26,5,0,1,-1,0,0,0
31513,31513,4,10,1,2,0,0,0,0,2,2,4,2,1,4,2,1,0
21469,21469,6,10,1,3,0,0,0,0,2,18,8,1,7,-1,0,0,0
17448,17448,4,1,1,3,0,0,1,0,2,28,7,1,7,-1,0,0,0
2292,2292,8,5,1,3,0,0,1,0,0,12,5,1,6,-1,0,0,0
18433,18433,4,3,1,3,0,0,0,0,2,31,7,0,2,-1,0,0,0
10435,10435,5,3,3,3,0,1,0,0,0,12,6,3,3,-1,0,0,0
43594,43594,0,6,3,2,0,0,0,0,2,30,4,1,1,6,2,2,1
20494,20494,3,3,3,3,0,0,1,1,2,12,8,0,2,-1,0,0,0
25317,25317,3,1,3,2,0,1,1,1,2,18,11,1,1,-1,0,0,0
4247,4247,1,3,3,2,0,0,1,0,0,19,5,0,2,-1,0,0,0
21602,21602,7,10,1,2,0,0,1,1,2,19,8,3,4,-1,0,0,0
32715,32715,5,7,1,2,0,0,1,1,2,17,4,2,1,-1,0,0,0
12779,12779,8,9,2,2,0,0,0,0,2,7,7,0,1,-1,0,0,0
19354,19354,5,3,1,3,0,0,1,0,2,6,8,2,2,-1,0,0,0
22593,22593,4,4,1,2,0,0,0,0,2,22,8,0,4,-1,0,0,0
33521,33521,8,11,2,2,0,0,1,0,2,20,4,2,7,11,5,1,0
2115,2115,7,7,3,1,0,0,1,0,0,12,5,1,1,-1,0,0,0
2501,2501,5,7,1,2,0,0,1,0,0,13,5,3,1,-1,0,0,0
19767,19767,6,3,1,3,0,1,0,0,2,8,8,1,2,-1,0,0,0
24724,24724,8,11,1,2,0,0,1,0,1,17,11,2,1,-1,0,0,0
5108,5108,4,3,1,3,0,0,1,0,0,21,5,4,2,-1,0,0,0
41455,41455,9,9,1,3,0,0,0,0,2,7,9,1,1,-1,0,0,1
15852,15852,4,11,1,2,0,-1,1,0,2,21,7,7,15,-1,0,0,0
2006,2006,2,11,3,2,0,0,1,1,0,9,5,1,2,-1,0,0,0
21156,21156,7,3,1,3,0,5,0,0,2,14,8,1,2,-1,0,0,0
12265,12265,5,8,2,3,0,0,1,0,0,24,6,0,5,-1,0,0,0
14842,14842,4,3,3,3,0,0,1,0,2,16,7,1,2,-1,0,0,0
1772,1772,5,4,1,1,0,0,1,1,0,9,5,0,2,-1,0,0,0
10576,10576,4,7,1,1,0,-1,1,0,0,16,6,0,1,-1,0,0,0
41295,41295,5,3,1,3,0,0,0,0,2,26,8,4,1,-1,0,0,1
31523,31523,6,4,1,1,0,0,0,0,2,2,4,1,1,-1,0,0,0
40488,40488,3,1,1,2,0,0,1,1,2,7,7,2,1,-1,0,0,1
32001,32001,3,3,3,3,0,0,1,0,2,13,4,1,5,-1,0,0,0
22813,22813,7,3,1,3,0,0,0,0,2,25,8,6,6,-1,0,0,1
12691,12691,5,3,3,3,0,0,1,0,2,7,7,2,5,-1,0,0,0
31104,31104,8,7,1,1,0,0,1,0,1,17,2,0,2,-1,0,0,0
15237,15237,2,11,1,2,0,0,0,0,2,17,7,0,4,-1,0,0,0
14951,14951,8,1,1,1,0,0,1,0,1,16,7,0,6,-1,0,0,0
25076,25076,4,10,1,3,0,0,0,0,2,18,11,4,2,-1,0,0,1
29855,29855,4,10,3,2,0,0,0,0,2,4,2,0,2,-1,0,0,0
11813,11813,2,1,1,2,0,-1,1,0,0,20,6,1,2,-1,0,0,0
33036,33036,6,7,1,2,0,0,1,0,2,17,4,0,2,-1,0,0,0
21050,21050,5,3,1,3,0,0,0,0,2,14,8,0,8,-1,0,0,0
33297,33297,5,1,3,2,0,0,1,0,2,20,4,0,2,-1,0,0,0
3581,3581,5,3,1,3,0,0,1,0,0,15,5,2,7,-1,0,0,0
30452,30452,3,1,2,2,0,0,1,0,2,5,2,2,2,8,2,1,0
41327,41327,3,3,1,3,0,0,0,0,2,28,8,0,1,3,2,1,0
4426,4426,4,10,3,2,0,0,1,0,0,20,5,2,1,-1,0,0,0
37209,37209,5,7,1,2,0,0,1,0,2,13,5,0,5,11,11,3,0
30028,30028,3,10,3,2,0,0,0,0,2,4,2,0,5,-1,0,0,0
15167,15167,2,1,1,2,0,0,1,0,2,17,7,3,4,-1,0,0,0
14492,14492,5,1,1,2,0,0,1,0,2,14,7,1,3,-1,0,0,0
14959,14959,4,11,1,2,0,0,1,1,1,16,7,1,6,-1,0,0,0
40155,40155,2,3,3,3,0,0,0,0,2,5,6,5,1,-1,0,0,0
32010,32010,8,3,1,3,0,0,0,0,2,14,4,1,2,-1,0,0,0
14279,14279,7,3,1,3,0,0,1,1,2,14,7,0,3,-1,0,0,0
11391,11391,8,7,1,1,0,0,1,0,0,19,6,4,1,-1,0,0,0
27786,27786,4,3,1,3,0,-1,1,0,2,28,1,1,1,6,1,3,0
